snap_index,cam0x,cam0y,cam1x,cam1y,cam3x,camy3,robx,roby,robz
16,0.8453125,0.4875,0.115625,0.6291666666666667,0.8296875,0.86875,-0.6906606,-0.27740633,-0.45277834
17,0.84375,0.4875,0.1171875,0.6291666666666667,0.8296875,0.86875,-0.68871045,-0.27578497,-0.45267856
18,0.8453125,0.4875,0.1171875,0.6291666666666667,0.8296875,0.86875,-0.68947506,-0.27666962,-0.4531943
19,0.84375,0.4875,0.1171875,0.6291666666666667,0.8296875,0.86875,-0.68871045,-0.27578497,-0.45267856
20,0.8453125,0.4875,0.1171875,0.6291666666666667,0.8296875,0.86875,-0.68947506,-0.27666962,-0.4531943
21,0.8453125,0.4875,0.115625,0.6291666666666667,0.8296875,0.86875,-0.6906606,-0.27740633,-0.45277834
22,0.8453125,0.4875,0.115625,0.6291666666666667,0.8296875,0.86875,-0.6906606,-0.27740633,-0.45277834
23,0.8484375,0.4708333333333333,0.109375,0.6,0.8359375,0.81875,-0.67887986,-0.2978607,-0.42407703
24,0.85625,0.35,0.084375,0.4770833333333334,0.8515625,0.6395833333333333,-0.67146564,-0.33782834,-0.26858836
25,0.8796875,0.16875,0.075,0.30625,0.871875,0.41041666666666665,-0.6603877,-0.3775444,-0.05484778
26,0.8546875,0.014583333333333334,0.0671875,0.11666666666666667,0.85625,0.18958333333333333,-0.57990694,-0.43271714,0.16705516
33,0.634375,0.075,0.409375,0.09375,0.53125,0.22291666666666668,-0.13400169,-0.2264642,0.12234345
34,0.6203125,0.21666666666666667,0.4109375,0.22916666666666666,0.5515625,0.3458333333333333,-0.14998724,-0.19710386,-0.044999085
35,0.625,0.32083333333333336,0.4125,0.3104166666666667,0.56875,0.41458333333333336,-0.14830154,-0.20287517,-0.1625534
36,0.61875,0.35625,0.415625,0.3729166666666667,0.5609375,0.475,-0.18081167,-0.16292807,-0.22063266
37,0.621875,0.3895833333333333,0.4046875,0.39375,0.5703125,0.5104166666666666,-0.18439457,-0.17680483,-0.2530527
38,0.6234375,0.41041666666666665,0.403125,0.4083333333333333,0.575,0.5208333333333334,-0.18389381,-0.18089333,-0.27529472
39,0.6359375,0.41875,0.3875,0.4041666666666667,0.5703125,0.5333333333333333,-0.19013911,-0.207185,-0.27860665
40,0.6953125,0.4395833333333333,0.3671875,0.3729166666666667,0.5421875,0.5729166666666666,-0.18270382,-0.30247384,-0.28954142
41,0.7921875,0.46875,0.31875,0.29375,0.4890625,0.6145833333333334,-0.15520518,-0.49062932,-0.28396976
42,0.8125,0.4770833333333334,0.3328125,0.2479166666666667,0.4484375,0.5708333333333333,-0.0959958,-0.5509222,-0.2734747
43,0.7375,0.44375,0.4015625,0.22083333333333333,0.4109375,0.4833333333333333,-0.005403986,-0.47500396,-0.22836383
44,0.6265625,0.40208333333333335,0.4765625,0.17083333333333334,0.3578125,0.36875,0.12570152,-0.3926645,-0.15424366
45,0.5171875,0.375,0.575,0.13541666666666666,0.33125,0.2875,0.27018392,-0.29751003,-0.10529447
50,0.2609375,0.31666666666666665,0.715625,0.3541666666666667,0.4734375,0.2875,0.21114534,0.1978122,-0.14263271
51,0.3328125,0.3458333333333333,0.65625,0.4541666666666666,0.534375,0.34791666666666665,0.046397746,0.2099496,-0.22701295
52,0.4078125,0.35,0.578125,0.54375,0.6109375,0.3875,-0.14461526,0.22233644,-0.28479958
53,0.4671875,0.31875,0.4875,0.6270833333333333,0.690625,0.40625,-0.3618249,0.2617576,-0.30684805
54,0.5203125,0.28125,0.38125,0.7166666666666667,0.7890625,0.42916666666666653,-0.6003418,0.30944392,-0.32216954
55,0.5796875,0.2416666666666667,0.2671875,0.7833333333333333,0.8890625,0.45,-0.82462907,0.3273718,-0.3232308
56,0.6265625,0.21666666666666667,0.1421875,0.86875,0.9578125,0.475,-1.0586246,0.35430437,-0.33735344
57,0.678125,0.19583333333333333,0.0578125,0.8375,0.984375,0.4854166666666666,-1.1325898,0.26996544,-0.30085433
60,0.7921875,0.20208333333333334,0.0109375,0.7333333333333333,0.99375,0.53125,-1.1056049,0.06635257,-0.27249503
61,0.8171875,0.225,0.0296875,0.5666666666666667,0.9578125,0.6083333333333333,-0.9027363,-0.13766183,-0.20849004
62,0.8390625,0.26875,0.0671875,0.4895833333333333,0.8890625,0.6145833333333334,-0.76180494,-0.25255793,-0.21130349
63,0.8328125,0.30416666666666664,0.14375,0.40208333333333335,0.746875,0.60625,-0.5731791,-0.33748835,-0.2033673
